,Title,BERT label,BERT label words,TFIDF label,TFIDF label words,BERT + TFIDF label,BERT + TFIDF label words,Comment Count,Time elapsed (mins),Upvotes,Upvote Ratio
Post 88,Donations to Hong Kong police welfare fund soar 26-fold to almost HK$180m during year of protest & unrest,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",17,"[('hold', 2), ('protest', 2), ('police', 2), ('albanians', 1), ('peaceful', 1), ('shooting', 1), ('donations', 1), ('hong', 1), ('kong', 1), ('welfare', 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",17,143.0,27,0.72
Post 89,First case of coronavirus detected in wild animal,22,"[('coronavirus', 3), ('first', 3), ('wild', 3), ('the', 2), ('case', 2), ('detected', 2), ('mink', 2), ('led', 1), ('lights', 1), ('found', 1)]",13,"[('coronavirus', 3), ('wild', 3), ('first', 2), ('case', 2), ('detected', 2), ('mink', 2), ('mink.', 1), ('the', 1), ('identical', 1), ('strain', 1)]",22,"[('coronavirus', 3), ('first', 3), ('wild', 3), ('the', 2), ('case', 2), ('detected', 2), ('mink', 2), ('led', 1), ('lights', 1), ('found', 1)]",11,781.0,26,0.74
Post 90,MI6 kept quiet about 'criminality' of agent with ‘licence to kill’,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",10,1395.0,62,0.87
Post 91,"World is in danger of missing Paris climate target, summit is warned",-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",7,1162.0,23,0.71
Post 92,Nigeria's Katsina school abduction: Boko Haram says it took the students,20,"[(""nigeria's"", 4), ('boko', 4), ('haram', 4), ('says', 4), ('katsina', 3), ('school', 3), ('abduction:', 3), ('took', 3), ('students', 3), ('audio', 1)]",43,"[('boko', 4), ('haram', 4), ('students', 4), (""nigeria's"", 3), ('katsina', 3), ('school', 3), ('abduction:', 3), ('says', 3), ('took', 3), ('claims', 1)]",20,"[(""nigeria's"", 4), ('boko', 4), ('haram', 4), ('says', 4), ('katsina', 3), ('school', 3), ('abduction:', 3), ('took', 3), ('students', 3), ('audio', 1)]",5,1013.0,27,0.77
Post 93,China religious crackdown: Christian entrepreneurs face hefty jail terms for selling bible players,32,"[('law', 3), ('could', 3), ('tech', 2), ('giants.', 2), ('face', 2), ('fined', 2), ('breaching', 2), ('eu', 1), ('unveil', 1), ('landmark', 1)]",21,"[('china', 2), ('religious', 1), ('crackdown:', 1), ('christian', 1), ('entrepreneurs', 1), ('face', 1), ('hefty', 1), ('jail', 1), ('terms', 1), ('selling', 1)]",30,"[('could', 4), ('law', 3), ('tech', 3), ('eu', 2), ('giants.', 2), ('face', 2), ('fines', 2), ('fined', 2), ('breaching', 2), ('hefty', 2)]",10,988.0,24,0.68
Post 94,Japan's economy needs years to return to pre-pandemic levels: Reuters poll,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",18,"[('most', 1), ('japan', 1), ('oppose', 1), ('holding', 1), ('olympics', 1), ('2021:', 1), ('polls', 1), (""japan's"", 1), ('economy', 1), ('needs', 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",3,521.0,25,0.78
Post 95,"'Watershed moment': First COVID-19 vaccinations administered in Canada, kicking off massive campaign",16,"[('covid-19', 2), ('canada', 1), ('administers', 1), ('its', 1), ('1st', 1), ('vaccine', 1), ('shots', 1), (""'watershed"", 1), (""moment':"", 1), ('first', 1)]",23,"[('covid-19', 3), ('vaccinations', 2), ('canada', 1), ('administers', 1), ('its', 1), ('1st', 1), ('vaccine', 1), ('shots', 1), (""'watershed"", 1), (""moment':"", 1)]",16,"[('covid-19', 2), ('canada', 1), ('administers', 1), ('its', 1), ('1st', 1), ('vaccine', 1), ('shots', 1), (""'watershed"", 1), (""moment':"", 1), ('first', 1)]",12,1102.0,26,0.74
Post 96,China Says Bloomberg Journalist's Arrest 'Internal Matter',17,"[('china', 2), ('bloomberg', 2), ('arrest', 2), ('says', 1), (""journalist's"", 1), (""'internal"", 1), (""matter'"", 1), ('warns', 1), ('interference', 1), ('journalist', 1)]",35,"[('china', 3), ('bloomberg', 2), ('arrest', 2), ('says', 1), (""journalist's"", 1), (""'internal"", 1), (""matter'"", 1), ('open', 1), ('giant', 1), ('telescope', 1)]",18,"[('china', 2), ('bloomberg', 2), ('arrest', 2), ('says', 1), (""journalist's"", 1), (""'internal"", 1), (""matter'"", 1), ('warns', 1), ('interference', 1), ('journalist', 1)]",4,1002.0,28,0.74
Post 97,Kabul’s deputy governor killed in Afghanistan blast,3,"[('blast', 2), (""lebanon's"", 1), ('prime', 1), ('minister', 1), ('charged', 1), ('deadly', 1), ('beirut', 1), ('kabul’s', 1), ('deputy', 1), ('governor', 1)]",25,"[('deputy', 2), ('governor', 2), ('kabul’s', 1), ('killed', 1), ('afghanistan', 1), ('blast', 1), ('kabul', 1), ('assassinated', 1)]",3,"[('blast', 2), (""lebanon's"", 1), ('prime', 1), ('minister', 1), ('charged', 1), ('deadly', 1), ('beirut', 1), ('kabul’s', 1), ('deputy', 1), ('governor', 1)]",1,535.0,20,0.78
Post 98,"Israel-Hamas prisoner swap proposal outrageous, Defense Committee chair says",-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",1,"[('israel-hamas', 1), ('prisoner', 1), ('swap', 1), ('proposal', 1), ('outrageous,', 1), ('defense', 1), ('committee', 1), ('chair', 1), ('says', 1), ('iran:', 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",3,371.0,20,0.77
Post 99,"Iran to ban dual-nationals, Green Card holders from running for presidency",-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",7,953.0,24,0.77
Post 100,"Brazil's mass vaccination will not start until March, says health official",-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",22,"[('says', 2), ('brazil', 1), ('china', 1), (""'not"", 1), (""transparent'"", 1), ('covid-19', 1), ('vaccine', 1), ('emergency', 1), ('use', 1), (""brazil's"", 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",1,432.0,20,0.79
Post 101,"UAE, Bahrain delegations take part in Western Wall Hanukkah lighting ceremony",-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",4,1102.0,22,0.74
Post 102,UK plans big fines for online companies over harmful content,30,"[('uk', 2), ('content', 2), ('plans', 1), ('big', 1), ('fines', 1), ('online', 1), ('companies', 1), ('harmful', 1), ('new', 1), ('law', 1)]",33,"[('uk', 3), ('content', 2), ('new', 2), ('plans', 1), ('big', 1), ('fines', 1), ('online', 1), ('companies', 1), ('harmful', 1), ('law', 1)]",31,"[('uk', 2), ('content', 2), ('plans', 1), ('big', 1), ('fines', 1), ('online', 1), ('companies', 1), ('harmful', 1), ('new', 1), ('law', 1)]",2,927.0,20,0.73
Post 103,"Drug-related deaths in Scotland at worst level on record and at higher reported rate than any EU country, according to new figures. The latest NRS statistics indicate there were 1,264 drug-related deaths in 2019 – a 6% rise on 2018. It marks highest number since records began in 1996.",24,"[('deaths', 4), ('rate', 4), ('suicide', 2), ('japan', 2), ('number', 2), ('highest', 2), ('rise', 2), ('new', 2), ('record', 2), ('worst', 2)]",37,"[('deaths', 4), ('rise', 3), ('new', 3), ('record', 3), ('rate', 3), (""scotland's"", 2), ('drug', 2), ('worst', 2), ('drug-related', 2), ('-', 1)]",24,"[('deaths', 4), ('rate', 4), ('suicide', 2), ('japan', 2), ('number', 2), ('highest', 2), ('rise', 2), ('new', 2), ('record', 2), ('worst', 2)]",3,836.0,21,0.78
Post 104,The ruling Democratic Party of Korea's (DPK) passage of a bill at the national Assembly prohibiting the sending of leaflets with anti-North Korea messages across the border is facing a strong backlash from defectors' groups and the opposition as well as the international community.,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",15,"[('anti-north', 2), ('korea', 2), ('the', 1), ('ruling', 1), ('democratic', 1), ('party', 1), (""korea's"", 1), ('(dpk)', 1), ('passage', 1), ('bill', 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",1,800.0,22,0.78
Post 105,EU Digital Services Act set to bring in new rules for tech giants.,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",32,"[('tech', 4), ('could', 4), ('eu', 3), ('giants.', 3), ('new', 3), ('rules', 3), ('law', 2), ('fines', 2), ('digital', 2), ('sweeping', 2)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",2,505.0,21,0.89
Post 106,"U.S. blames Iran in abduction, death of ex-FBI agent Levinson",-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",27,"[('iran', 3), ('us', 3), ('says', 2), ('would', 2), ('rejoin', 2), ('nuclear', 2), ('hour', 2), ('ex-fbi', 2), ('agent', 2), ('deal', 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",13,0.0,21,0.72
Post 107,"NATO assessing damage from SolarWinds hack, Canada issues alert",-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",1,1383.0,33,0.86
Post 108,Scotland's drug deaths rise to new record,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",37,"[('deaths', 4), ('rise', 3), ('new', 3), ('record', 3), ('rate', 3), (""scotland's"", 2), ('drug', 2), ('worst', 2), ('drug-related', 2), ('-', 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",1,1093.0,22,0.78
Post 109,International Tea Day is celebrated around the world.,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",1,973.0,17,0.66
Post 110,National security law: Hongkonger charged with secession over alleged independence chants denied bail for second time,25,"[('security', 2), ('law:', 2), ('national', 1), ('hongkonger', 1), ('charged', 1), ('secession', 1), ('alleged', 1), ('independence', 1), ('chants', 1), ('denied', 1)]",5,"[('hongkonger', 2), ('a', 1), ('15-year-old', 1), ('youngest', 1), ('reported', 1), ('exile', 1), ('national', 1), ('security', 1), ('law:', 1), ('charged', 1)]",25,"[('security', 2), ('law:', 2), ('national', 1), ('hongkonger', 1), ('charged', 1), ('secession', 1), ('alleged', 1), ('independence', 1), ('chants', 1), ('denied', 1)]",2,781.0,20,0.76
Post 111,Canada court to hear more witness testimony in Huawei CFO's U.S. extradition case,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",14,"[('pakistan', 1), ('approves', 1), ('new', 1), ('anti-rape', 1), ('laws,', 1), ('closing', 1), ('loopholes,', 1), ('abolishing', 1), ('antiquated', 1), ('two-finger', 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",1,41.0,18,0.75
Post 112,Paris city hall fined for putting too many women in senior roles,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",29,"[('paris', 2), ('fined', 2), ('breaching', 2), ('many', 2), ('women', 2), ('senior', 2), ('€90,000', 1), ('gender', 1), ('parity', 1), ('law', 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",16,1302.0,25,0.76
Post 113,Mexico's president says small 'mistakes' behind delay in landmark cannabis bill,29,"[(""mexico's"", 2), ('president', 2), ('says', 2), ('small', 2), (""'mistakes'"", 2), ('behind', 2), ('delay', 2), ('landmark', 2), ('cannabis', 2), ('bill', 2)]",39,"[(""mexico's"", 2), ('president', 2), ('says', 2), ('small', 2), (""'mistakes'"", 2), ('behind', 2), ('delay', 2), ('landmark', 2), ('cannabis', 2), ('bill', 2)]",29,"[(""mexico's"", 2), ('president', 2), ('says', 2), ('small', 2), (""'mistakes'"", 2), ('behind', 2), ('delay', 2), ('landmark', 2), ('cannabis', 2), ('bill', 2)]",6,1277.0,21,0.78
Post 114,China's Tianwen-1 is currently more than 100 million miles away from Earth for Mars exploration.,1,"[(""china's"", 1), ('tianwen-1', 1), ('currently', 1), ('100', 1), ('million', 1), ('miles', 1), ('away', 1), ('earth', 1), ('mars', 1), ('exploration.', 1)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",1,"[(""china's"", 1), ('tianwen-1', 1), ('currently', 1), ('100', 1), ('million', 1), ('miles', 1), ('away', 1), ('earth', 1), ('mars', 1), ('exploration.', 1)]",1,943.0,20,0.6900000000000001
Post 115,ICC prosecutor rejects Uighur genocide complaint against China,6,"[('icc', 3), ('rejects', 3), ('genocide', 3), ('china', 3), ('uighur', 2), ('complaint', 2), ('uygur', 1), ('calls', 1), ('investigate', 1), ('prosecutor', 1)]",30,"[('icc', 3), ('rejects', 3), ('genocide', 3), ('china', 3), ('uighur', 2), ('complaint', 2), ('uygur', 1), ('calls', 1), ('investigate', 1), ('prosecutor', 1)]",6,"[('icc', 3), ('rejects', 3), ('genocide', 3), ('china', 3), ('uighur', 2), ('complaint', 2), ('uygur', 1), ('calls', 1), ('investigate', 1), ('prosecutor', 1)]",1,842.0,19,0.72
Post 116,Kickboxing Champion Dead After Accidentally Being Shot While Hunting,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",3,605.0,20,0.79
Post 117,New UK law has set up media firms fined up to £ 18mn for illegal content,30,"[('uk', 2), ('content', 2), ('plans', 1), ('big', 1), ('fines', 1), ('online', 1), ('companies', 1), ('harmful', 1), ('new', 1), ('law', 1)]",33,"[('uk', 3), ('content', 2), ('new', 2), ('plans', 1), ('big', 1), ('fines', 1), ('online', 1), ('companies', 1), ('harmful', 1), ('law', 1)]",31,"[('uk', 2), ('content', 2), ('plans', 1), ('big', 1), ('fines', 1), ('online', 1), ('companies', 1), ('harmful', 1), ('new', 1), ('law', 1)]",3,605.0,17,0.8300000000000001
Post 118,US vaccinations ramp up as feds weigh 2nd COVID-19 shot,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",23,"[('covid-19', 3), ('vaccinations', 2), ('canada', 1), ('administers', 1), ('its', 1), ('1st', 1), ('vaccine', 1), ('shots', 1), (""'watershed"", 1), (""moment':"", 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",0,603.0,17,0.76
Post 119,People affiliated with French military used Facebook to meddle in Africa,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",38,"[('french', 2), ('facebook', 2), ('people', 1), ('affiliated', 1), ('military', 1), ('used', 1), ('meddle', 1), ('africa', 1), ('russian', 1), ('trolls', 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",3,1164.0,24,0.74
Post 120,An investigation into Fiji’s attorney general over a murder case that went cold has brought the divisions between the country’s ethnic Indian residents and indigenous population back into the spotlight. Aiyaz Sayed-Khaiyum is being investigated in connection with fatal twin bomb attacks.,31,"[('eu', 3), ('indian', 3), ('report', 2), ('ngo', 1), ('uncovers', 1), ('disinformation', 1), ('campaign.', 1), ('disinfolab’s', 1), ('‘deep', 1), ('dive', 1)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",32,"[('eu', 3), ('indian', 3), ('report', 2), ('ngo', 1), ('uncovers', 1), ('disinformation', 1), ('campaign.', 1), ('disinfolab’s', 1), ('‘deep', 1), ('dive', 1)]",1,823.0,18,0.75
Post 121,"U.N. chief proposes new envoys to mediate Libya, Mideast",-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",1,22.0,17,0.8200000000000001
Post 122,US$4 million seized in Singapore from Canadian group that sold encrypted devices to drug cartels,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",10,"[('security', 2), ('encryption', 2), ('us$4', 1), ('million', 1), ('seized', 1), ('singapore', 1), ('canadian', 1), ('group', 1), ('sold', 1), ('encrypted', 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",0,510.0,16,0.73
Post 123,"CRA sent 441,000 ""education letters"" to Canadians who may have to repay CERB benefits | The new figure provided by CRA suggests how broad the problem might be. The letter says that those who do owe CERB money are encouraged to repay by Dec. 31",-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",6,12.0,18,0.8
Post 124,Hungary bans same-sex couples from adopting children,2,"[('hungary', 4), ('bans', 4), ('same-sex', 4), ('couples', 4), ('adopting', 4), ('children', 4)]",42,"[('hungary', 4), ('bans', 4), ('same-sex', 4), ('couples', 4), ('adopting', 4), ('children', 4)]",2,"[('hungary', 4), ('bans', 4), ('same-sex', 4), ('couples', 4), ('adopting', 4), ('children', 4)]",9,1396.0,32,0.84
Post 125,"New coronavirus strain spreading in UK has key mutations, scientists say",-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",33,"[('uk', 3), ('content', 2), ('new', 2), ('plans', 1), ('big', 1), ('fines', 1), ('online', 1), ('companies', 1), ('harmful', 1), ('law', 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",1,1127.0,17,0.73
Post 126,Audio says Nigeria's Boko Haram behind abduction of schoolboys,20,"[(""nigeria's"", 4), ('boko', 4), ('haram', 4), ('says', 4), ('katsina', 3), ('school', 3), ('abduction:', 3), ('took', 3), ('students', 3), ('audio', 1)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",20,"[(""nigeria's"", 4), ('boko', 4), ('haram', 4), ('says', 4), ('katsina', 3), ('school', 3), ('abduction:', 3), ('took', 3), ('students', 3), ('audio', 1)]",0,1102.0,16,0.76
Post 127,Security law: Hong Kong justice dept. 'appalled' by foreign officials demanding release of media tycoon Jimmy Lai,25,"[('security', 2), ('law:', 2), ('national', 1), ('hongkonger', 1), ('charged', 1), ('secession', 1), ('alleged', 1), ('independence', 1), ('chants', 1), ('denied', 1)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",25,"[('security', 2), ('law:', 2), ('national', 1), ('hongkonger', 1), ('charged', 1), ('secession', 1), ('alleged', 1), ('independence', 1), ('chants', 1), ('denied', 1)]",11,1035.0,15,0.72
Post 128,Germany: EU agency will OK coronavirus vaccine by Dec. 23,15,"[('vaccine', 2), ('nz', 2), ('brazil', 1), ('says', 1), ('china', 1), (""'not"", 1), (""transparent'"", 1), ('covid-19', 1), ('emergency', 1), ('use', 1)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",15,"[('vaccine', 2), ('nz', 2), ('brazil', 1), ('says', 1), ('china', 1), (""'not"", 1), (""transparent'"", 1), ('covid-19', 1), ('emergency', 1), ('use', 1)]",1,974.0,15,0.8
Post 129,Hungary bans same-sex couples from adopting children,2,"[('hungary', 4), ('bans', 4), ('same-sex', 4), ('couples', 4), ('adopting', 4), ('children', 4)]",42,"[('hungary', 4), ('bans', 4), ('same-sex', 4), ('couples', 4), ('adopting', 4), ('children', 4)]",2,"[('hungary', 4), ('bans', 4), ('same-sex', 4), ('couples', 4), ('adopting', 4), ('children', 4)]",5,1288.0,19,0.7000000000000001
Post 130,Boko Haram claims kidnapping of hundreds of Nigerian schoolboys,21,"[('boko', 3), ('haram', 3), ('claims', 3), ('kidnapping', 2), ('hundreds', 2), ('nigerian', 2), ('students', 2), ('schoolboys', 1), ('abduction', 1), ('northern', 1)]",46,"[('hundreds', 3), ('nigerian', 3), ('boko', 2), ('haram', 2), ('claims', 2), ('kidnapping', 2), ('students', 2), ('kidnapped', 1), ('school', 1), ('schoolboys', 1)]",21,"[('boko', 3), ('haram', 3), ('claims', 3), ('kidnapping', 2), ('hundreds', 2), ('nigerian', 2), ('students', 2), ('schoolboys', 1), ('abduction', 1), ('northern', 1)]",5,1278.0,21,0.78
Post 131,"England’s poorest get least GP time as rich get most, study reveals",-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",28,"[('get', 2), ('italians', 1), ('return', 1), ('french', 1), ('legion', 1), ('awards', 1), ('el-sissi', 1), ('gets', 1), ('one', 1), ('england’s', 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",8,1172.0,18,0.73
Post 132,"EU to shift funding away from gas, into low-carbon energy",-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",3,1150.0,18,0.72
